R,F,M,r_quartile,f_quartile,m_quartile,RFM_Score,customer_class
270,2,157.88,0,1,0,010,一般客户
228,1,68.7,0,0,0,000,流失客户
573,1,44.01,0,0,0,000,流失客户
344,1,124.5,0,0,0,000,流失客户
366,1,86.15,0,0,0,000,流失客户
269,1,227.44,0,0,1,001,新客户
348,1,47.68,0,0,0,000,流失客户
206,1,22.1,1,0,0,100,重要客户预警流失客户
85,1,77.99,1,0,0,100,重要客户预警流失客户
146,1,68.29,1,0,0,100,重要客户预警流失客户
298,1,171.44,0,0,0,000,流失客户
156,1,171.12,1,0,0,100,重要客户预警流失客户
562,1,201.89,0,0,1,001,新客户
160,2,200.72,1,1,0,110,高消费唤醒客户
273,1,332.07,0,0,1,001,新客户
352,2,252.52,0,1,1,011,消费潜力客户
473,2,435.92,0,1,1,011,消费潜力客户
397,1,81.82,0,0,0,000,流失客户
16,1,1291.39,1,0,1,101,频次深耕客户
226,1,45.48,0,0,0,000,流失客户
139,1,108.03,1,0,0,100,重要客户预警流失客户
540,1,255.88,0,0,1,001,新客户
21,1,417.98,1,0,1,101,频次深耕客户
35,1,62.54,1,0,0,100,重要客户预警流失客户
174,1,187.41,1,0,0,100,重要客户预警流失客户
151,2,253.92,1,1,1,111,重要价值客户
426,1,360.66,0,0,1,001,新客户
18,1,313.65,1,0,1,101,频次深耕客户
547,2,484.2,0,1,1,011,消费潜力客户
283,1,393.07,0,0,1,001,新客户
296,1,157.21,0,0,0,000,流失客户
554,2,384.28,0,1,1,011,消费潜力客户
161,1,123.1,1,0,0,100,重要客户预警流失客户
89,1,45.39,1,0,0,100,重要客户预警流失客户
194,1,62.4,1,0,0,100,重要客户预警流失客户
130,1,74.4,1,0,0,100,重要客户预警流失客户
157,1,39.95,1,0,0,100,重要客户预警流失客户
75,1,40.27,1,0,0,100,重要客户预警流失客户
64,5,1804.25,1,1,1,111,重要价值客户
204,1,212.49,1,0,1,101,频次深耕客户
473,1,120.09,0,0,0,000,流失客户
51,1,84.48,1,0,0,100,重要客户预警流失客户
195,1,110.19,1,0,0,100,重要客户预警流失客户
349,1,270.64,0,0,1,001,新客户
428,1,72.62,0,0,0,000,流失客户
451,1,35.09,0,0,0,000,流失客户
228,2,546.44,0,1,1,011,消费潜力客户
536,1,37.86,0,0,0,000,流失客户
111,1,129.74,1,0,0,100,重要客户预警流失客户
469,1,177.44,0,0,0,000,流失客户
104,1,131.56,1,0,0,100,重要客户预警流失客户
130,1,101.51,1,0,0,100,重要客户预警流失客户
218,1,102.26,1,0,0,100,重要客户预警流失客户
348,1,131.56,0,0,0,000,流失客户
291,1,52.38,0,0,0,000,流失客户
184,1,48.17,1,0,0,100,重要客户预警流失客户
153,1,88.9,1,0,0,100,重要客户预警流失客户
388,1,85.15,0,0,0,000,流失客户
431,1,51.59,0,0,0,000,流失客户
4,1,303.68,1,0,1,101,频次深耕客户
258,1,182.69,0,0,0,000,流失客户
334,1,50.1,0,0,0,000,流失客户
443,1,66.6,0,0,0,000,流失客户
42,2,602.76,1,1,1,111,重要价值客户
42,2,193.2,1,1,0,110,高消费唤醒客户
133,1,34.88,1,0,0,100,重要客户预警流失客户
277,1,83.26,0,0,0,000,流失客户
141,1,459.69,1,0,1,101,频次深耕客户
118,1,68.98,1,0,0,100,重要客户预警流失客户
94,1,22.69,1,0,0,100,重要客户预警流失客户
190,1,55.09,1,0,0,100,重要客户预警流失客户
535,1,138.31,0,0,0,000,流失客户
114,1,66.87,1,0,0,100,重要客户预警流失客户
558,4,2614.56,0,1,1,011,消费潜力客户
466,1,47.33,0,0,0,000,流失客户
446,1,32.78,0,0,0,000,流失客户
385,1,105.28,0,0,0,000,流失客户
50,1,127.51,1,0,0,100,重要客户预警流失客户
260,1,140.33,0,0,0,000,流失客户
373,1,162.84,0,0,0,000,流失客户
403,2,408.12,0,1,1,011,消费潜力客户
350,1,132.27,0,0,0,000,流失客户
119,1,76.38,1,0,0,100,重要客户预警流失客户
147,1,48.61,1,0,0,100,重要客户预警流失客户
20,1,21.86,1,0,0,100,重要客户预警流失客户
111,1,238.46,1,0,1,101,频次深耕客户
313,1,161.62,0,0,0,000,流失客户
62,3,27.299999999999997,1,1,0,110,高消费唤醒客户
91,1,205.99,1,0,1,101,频次深耕客户
284,1,51.1,0,0,0,000,流失客户
380,1,159.31,0,0,0,000,流失客户
279,1,100.34,0,0,0,000,流失客户
330,1,43.0,0,0,0,000,流失客户
163,1,78.19,1,0,0,100,重要客户预警流失客户
278,1,86.15,0,0,0,000,流失客户
453,1,100.33,0,0,0,000,流失客户
178,1,146.04,1,0,0,100,重要客户预警流失客户
129,1,255.38,1,0,1,101,频次深耕客户
109,1,48.22,1,0,0,100,重要客户预警流失客户
378,1,479.5,0,0,1,001,新客户
329,2,82.19,0,1,0,010,一般客户
235,1,27.6,0,0,0,000,流失客户
452,1,197.5,0,0,0,000,流失客户
72,1,122.93,1,0,0,100,重要客户预警流失客户
38,1,265.94,1,0,1,101,频次深耕客户
299,1,300.76,0,0,1,001,新客户
18,3,65.43,1,1,0,110,高消费唤醒客户
411,1,57.53,0,0,0,000,流失客户
21,1,49.67,1,0,0,100,重要客户预警流失客户
425,2,66.72,0,1,0,010,一般客户
243,1,71.64,0,0,0,000,流失客户
273,1,65.87,0,0,0,000,流失客户
105,1,87.32,1,0,0,100,重要客户预警流失客户
456,1,61.05,0,0,0,000,流失客户
64,1,139.11,1,0,0,100,重要客户预警流失客户
531,1,63.81,0,0,0,000,流失客户
207,1,36.69,1,0,0,100,重要客户预警流失客户
109,1,275.4,1,0,1,101,频次深耕客户
61,1,213.98,1,0,1,101,频次深耕客户
295,2,204.36,0,1,1,011,消费潜力客户
188,1,65.63,1,0,0,100,重要客户预警流失客户
176,1,478.18,1,0,1,101,频次深耕客户
362,1,24.87,0,0,0,000,流失客户
149,2,438.06,1,1,1,111,重要价值客户
14,1,68.48,1,0,0,100,重要客户预警流失客户
110,3,302.68,1,1,1,111,重要价值客户
112,1,103.49,1,0,0,100,重要客户预警流失客户
288,1,105.15,0,0,0,000,流失客户
486,1,77.85,0,0,0,000,流失客户
100,1,43.22,1,0,0,100,重要客户预警流失客户
179,1,90.85,1,0,0,100,重要客户预警流失客户
174,1,465.0,1,0,1,101,频次深耕客户
84,3,259.92,1,1,1,111,重要价值客户
64,1,53.35,1,0,0,100,重要客户预警流失客户
147,1,55.79,1,0,0,100,重要客户预警流失客户
277,1,150.28,0,0,0,000,流失客户
385,1,137.07,0,0,0,000,流失客户
198,1,135.51,1,0,0,100,重要客户预警流失客户
122,1,37.61,1,0,0,100,重要客户预警流失客户
30,1,98.05,1,0,0,100,重要客户预警流失客户
309,3,387.81000000000006,0,1,1,011,消费潜力客户
196,2,212.04,1,1,1,111,重要价值客户
227,1,263.65,0,0,1,001,新客户
547,2,2492.68,0,1,1,011,消费潜力客户
113,1,40.23,1,0,0,100,重要客户预警流失客户
448,1,228.9,0,0,1,001,新客户
21,1,75.17,1,0,0,100,重要客户预警流失客户
105,1,88.92,1,0,0,100,重要客户预警流失客户
215,1,104.59,1,0,0,100,重要客户预警流失客户
114,1,121.76,1,0,0,100,重要客户预警流失客户
421,1,1021.24,0,0,1,001,新客户
323,1,72.43,0,0,0,000,流失客户
71,1,25.78,1,0,0,100,重要客户预警流失客户
121,1,32.72,1,0,0,100,重要客户预警流失客户
202,1,37.77,1,0,0,100,重要客户预警流失客户
10,1,61.4,1,0,0,100,重要客户预警流失客户
338,1,54.33,0,0,0,000,流失客户
392,3,288.71999999999997,0,1,1,011,消费潜力客户
385,1,59.01,0,0,0,000,流失客户
121,1,183.63,1,0,0,100,重要客户预警流失客户
151,1,923.17,1,0,1,101,频次深耕客户
229,1,34.59,0,0,0,000,流失客户
560,1,136.13,0,0,0,000,流失客户
133,1,37.69,1,0,0,100,重要客户预警流失客户
232,1,167.77,0,0,0,000,流失客户
526,1,142.3,0,0,0,000,流失客户
155,1,146.78,1,0,0,100,重要客户预警流失客户
17,1,49.49,1,0,0,100,重要客户预警流失客户
26,1,145.4,1,0,0,100,重要客户预警流失客户
163,1,205.31,1,0,1,101,频次深耕客户
213,1,63.76,1,0,0,100,重要客户预警流失客户
147,1,874.67,1,0,1,101,频次深耕客户
81,1,108.52,1,0,0,100,重要客户预警流失客户
370,2,414.2,0,1,1,011,消费潜力客户
43,1,102.48,1,0,0,100,重要客户预警流失客户
410,1,135.04,0,0,0,000,流失客户
474,1,40.01,0,0,0,000,流失客户
112,1,123.82,1,0,0,100,重要客户预警流失客户
151,1,55.3,1,0,0,100,重要客户预警流失客户
313,1,106.08,0,0,0,000,流失客户
166,1,21.85,1,0,0,100,重要客户预警流失客户
17,1,203.9,1,0,1,101,频次深耕客户
167,1,58.16,1,0,0,100,重要客户预警流失客户
111,1,162.29,1,0,0,100,重要客户预警流失客户
13,1,111.15,1,0,0,100,重要客户预警流失客户
124,1,60.29,1,0,0,100,重要客户预警流失客户
21,1,146.84,1,0,0,100,重要客户预警流失客户
346,2,46.69,0,1,0,010,一般客户
382,1,48.24,0,0,0,000,流失客户
479,1,107.05,0,0,0,000,流失客户
692,1,661.75,0,0,1,001,新客户
36,1,123.42,1,0,0,100,重要客户预警流失客户
346,1,181.51,0,0,0,000,流失客户
299,2,144.2,0,1,0,010,一般客户
159,1,884.98,1,0,1,101,频次深耕客户
43,1,201.57,1,0,0,100,重要客户预警流失客户
192,1,31.43,1,0,0,100,重要客户预警流失客户
357,1,139.31,0,0,0,000,流失客户
259,2,148.0,0,1,0,010,一般客户
73,1,56.88,1,0,0,100,重要客户预警流失客户
348,1,49.34,0,0,0,000,流失客户
46,1,81.44,1,0,0,100,重要客户预警流失客户
189,1,163.81,1,0,0,100,重要客户预警流失客户
92,1,20.19,1,0,0,100,重要客户预警流失客户
322,1,135.59,0,0,0,000,流失客户
692,1,51.94,0,0,0,000,流失客户
54,2,743.88,1,1,1,111,重要价值客户
546,1,365.2,0,0,1,001,新客户
261,1,192.36,0,0,0,000,流失客户
428,1,99.92,0,0,0,000,流失客户
99,1,80.35,1,0,0,100,重要客户预警流失客户
269,1,163.68,0,0,0,000,流失客户
219,2,251.84,0,1,1,011,消费潜力客户
271,4,683.04,0,1,1,011,消费潜力客户
100,1,136.71,1,0,0,100,重要客户预警流失客户
36,1,80.59,1,0,0,100,重要客户预警流失客户
26,2,314.08,1,1,1,111,重要价值客户
382,3,369.0,0,1,1,011,消费潜力客户
310,1,39.62,0,0,0,000,流失客户
383,1,280.63,0,0,1,001,新客户
345,1,309.05,0,0,1,001,新客户
110,1,27.19,1,0,0,100,重要客户预警流失客户
365,1,99.33,0,0,0,000,流失客户
225,2,365.84,0,1,1,011,消费潜力客户
315,1,79.9,0,0,0,000,流失客户
203,1,136.5,1,0,0,100,重要客户预警流失客户
317,3,157.12,0,1,0,010,一般客户
441,1,209.86,0,0,1,001,新客户
257,1,147.15,0,0,0,000,流失客户
195,1,263.47,1,0,1,101,频次深耕客户
511,1,57.72,0,0,0,000,流失客户
349,1,148.12,0,0,0,000,流失客户
138,1,31.72,1,0,0,100,重要客户预警流失客户
272,1,292.28,0,0,1,001,新客户
380,1,77.77,0,0,0,000,流失客户
37,1,125.99,1,0,0,100,重要客户预警流失客户
79,1,249.75,1,0,1,101,频次深耕客户
384,1,83.41,0,0,0,000,流失客户
164,1,99.52,1,0,0,100,重要客户预警流失客户
3,1,77.51,1,0,0,100,重要客户预警流失客户
442,1,142.91,0,0,0,000,流失客户
61,1,32.13,1,0,0,100,重要客户预警流失客户
432,1,47.42,0,0,0,000,流失客户
15,1,70.9,1,0,0,100,重要客户预警流失客户
229,1,156.44,0,0,0,000,流失客户
229,1,190.48,0,0,0,000,流失客户
126,1,275.59,1,0,1,101,频次深耕客户
63,1,163.06,1,0,0,100,重要客户预警流失客户
74,1,119.88,1,0,0,100,重要客户预警流失客户
192,2,216.36,1,1,1,111,重要价值客户
67,1,31.96,1,0,0,100,重要客户预警流失客户
168,1,160.87,1,0,0,100,重要客户预警流失客户
257,1,63.74,0,0,0,000,流失客户
146,1,130.7,1,0,0,100,重要客户预警流失客户
320,1,69.89,0,0,0,000,流失客户
83,1,34.78,1,0,0,100,重要客户预警流失客户
126,1,85.08,1,0,0,100,重要客户预警流失客户
180,1,124.51,1,0,0,100,重要客户预警流失客户
29,1,38.36,1,0,0,100,重要客户预警流失客户
106,1,42.44,1,0,0,100,重要客户预警流失客户
345,1,73.15,0,0,0,000,流失客户
387,1,60.09,0,0,0,000,流失客户
408,1,72.45,0,0,0,000,流失客户
134,1,200.88,1,0,0,100,重要客户预警流失客户
202,1,152.71,1,0,0,100,重要客户预警流失客户
282,1,145.14,0,0,0,000,流失客户
179,1,155.22,1,0,0,100,重要客户预警流失客户
196,1,94.31,1,0,0,100,重要客户预警流失客户
276,1,21.43,0,0,0,000,流失客户
148,1,407.81,1,0,1,101,频次深耕客户
52,1,152.72,1,0,0,100,重要客户预警流失客户
54,1,72.05,1,0,0,100,重要客户预警流失客户
195,1,150.87,1,0,0,100,重要客户预警流失客户
280,1,311.32,0,0,1,001,新客户
693,1,663.93,0,0,1,001,新客户
307,1,175.87,0,0,0,000,流失客户
505,2,404.56,0,1,1,011,消费潜力客户
401,4,527.9200000000001,0,1,1,011,消费潜力客户
504,1,76.05,0,0,0,000,流失客户
414,1,236.21,0,0,1,001,新客户
236,1,42.92,0,0,0,000,流失客户
440,1,80.2,0,0,0,000,流失客户
36,1,1294.26,1,0,1,101,频次深耕客户
10,1,66.44,1,0,0,100,重要客户预警流失客户
40,1,41.13,1,0,0,100,重要客户预警流失客户
259,1,135.49,0,0,0,000,流失客户
332,1,46.0,0,0,0,000,流失客户
329,1,56.78,0,0,0,000,流失客户
391,1,73.34,0,0,0,000,流失客户
113,1,103.65,1,0,0,100,重要客户预警流失客户
62,1,175.03,1,0,0,100,重要客户预警流失客户
19,1,47.44,1,0,0,100,重要客户预警流失客户
475,1,81.89,0,0,0,000,流失客户
260,1,40.85,0,0,0,000,流失客户
87,1,61.14,1,0,0,100,重要客户预警流失客户
194,1,148.22,1,0,0,100,重要客户预警流失客户
254,1,198.26,0,0,0,000,流失客户
71,1,90.6,1,0,0,100,重要客户预警流失客户
440,1,44.0,0,0,0,000,流失客户
73,1,29.43,1,0,0,100,重要客户预警流失客户
123,1,99.43,1,0,0,100,重要客户预警流失客户
531,3,890.67,0,1,1,011,消费潜力客户
101,1,117.96,1,0,0,100,重要客户预警流失客户
76,1,112.99,1,0,0,100,重要客户预警流失客户
292,1,48.27,0,0,0,000,流失客户
125,1,672.4,1,0,1,101,频次深耕客户
131,1,62.22,1,0,0,100,重要客户预警流失客户
12,1,58.98,1,0,0,100,重要客户预警流失客户
225,1,36.84,0,0,0,000,流失客户
210,1,168.28,1,0,0,100,重要客户预警流失客户
2,1,94.66,1,0,0,100,重要客户预警流失客户
172,1,188.06,1,0,0,100,重要客户预警流失客户
194,1,570.56,1,0,1,101,频次深耕客户
229,1,14.78,0,0,0,000,流失客户
180,1,129.0,1,0,0,100,重要客户预警流失客户
376,1,101.63,0,0,0,000,流失客户
566,2,69.1,0,1,0,010,一般客户
410,1,50.0,0,0,0,000,流失客户
112,1,75.88,1,0,0,100,重要客户预警流失客户
53,1,135.84,1,0,0,100,重要客户预警流失客户
228,1,43.62,0,0,0,000,流失客户
11,1,133.63,1,0,0,100,重要客户预警流失客户
150,1,181.59,1,0,0,100,重要客户预警流失客户
162,3,320.01,1,1,1,111,重要价值客户
52,1,63.65,1,0,0,100,重要客户预警流失客户
153,1,67.23,1,0,0,100,重要客户预警流失客户
266,1,162.55,0,0,0,000,流失客户
295,1,109.77,0,0,0,000,流失客户
82,1,56.39,1,0,0,100,重要客户预警流失客户
117,1,48.22,1,0,0,100,重要客户预警流失客户
232,1,106.87,0,0,0,000,流失客户
7,1,104.93,1,0,0,100,重要客户预警流失客户
467,1,59.1,0,0,0,000,流失客户
113,1,195.63,1,0,0,100,重要客户预警流失客户
233,2,180.06,0,1,0,010,一般客户
55,2,223.10000000000002,1,1,1,111,重要价值客户
36,1,93.65,1,0,0,100,重要客户预警流失客户
200,1,60.0,1,0,0,100,重要客户预警流失客户
541,1,186.84,0,0,0,000,流失客户
340,1,33.84,0,0,0,000,流失客户
84,2,1170.78,1,1,1,111,重要价值客户
35,1,37.37,1,0,0,100,重要客户预警流失客户
201,1,418.17,1,0,1,101,频次深耕客户
270,1,102.64,0,0,0,000,流失客户
112,1,88.9,1,0,0,100,重要客户预警流失客户
72,1,79.61,1,0,0,100,重要客户预警流失客户
507,4,417.59999999999997,0,1,1,011,消费潜力客户
575,2,275.6,0,1,1,011,消费潜力客户
126,1,133.28,1,0,0,100,重要客户预警流失客户
36,1,42.06,1,0,0,100,重要客户预警流失客户
552,3,327.78000000000003,0,1,1,011,消费潜力客户
325,1,80.2,0,0,0,000,流失客户
264,1,102.92,0,0,0,000,流失客户
245,1,323.91,0,0,1,001,新客户
111,1,219.77,1,0,1,101,频次深耕客户
109,5,93.15,1,1,0,110,高消费唤醒客户
375,1,36.78,0,0,0,000,流失客户
223,1,121.26,0,0,0,000,流失客户
527,1,210.9,0,0,1,001,新客户
216,1,75.07,1,0,0,100,重要客户预警流失客户
539,1,80.95,0,0,0,000,流失客户
574,1,25.51,0,0,0,000,流失客户
419,2,1244.84,0,1,1,011,消费潜力客户
124,1,56.22,1,0,0,100,重要客户预警流失客户
377,1,130.0,0,0,0,000,流失客户
201,1,30.11,1,0,0,100,重要客户预警流失客户
218,1,143.43,1,0,0,100,重要客户预警流失客户
98,1,18.87,1,0,0,100,重要客户预警流失客户
400,1,73.34,0,0,0,000,流失客户
83,1,137.71,1,0,0,100,重要客户预警流失客户
406,1,134.94,0,0,0,000,流失客户
20,1,48.72,1,0,0,100,重要客户预警流失客户
231,1,386.15,0,0,1,001,新客户
164,1,113.46,1,0,0,100,重要客户预警流失客户
260,1,230.96,0,0,1,001,新客户
77,1,2151.29,1,0,1,101,频次深耕客户
49,1,243.55,1,0,1,101,频次深耕客户
148,2,219.1,1,1,1,111,重要价值客户
444,3,746.28,0,1,1,011,消费潜力客户
52,1,94.74,1,0,0,100,重要客户预警流失客户
326,1,53.51,0,0,0,000,流失客户
62,1,161.9,1,0,0,100,重要客户预警流失客户
2,1,86.15,1,0,0,100,重要客户预警流失客户
55,1,229.04,1,0,1,101,频次深耕客户
180,1,46.01,1,0,0,100,重要客户预警流失客户
84,4,1042.4,1,1,1,111,重要价值客户
12,1,46.27,1,0,0,100,重要客户预警流失客户
22,1,130.24,1,0,0,100,重要客户预警流失客户
126,1,136.5,1,0,0,100,重要客户预警流失客户
381,1,138.16,0,0,0,000,流失客户
407,1,96.92,0,0,0,000,流失客户
356,1,86.42,0,0,0,000,流失客户
164,1,138.32,1,0,0,100,重要客户预警流失客户
118,1,30.29,1,0,0,100,重要客户预警流失客户
48,1,28.22,1,0,0,100,重要客户预警流失客户
226,1,98.27,0,0,0,000,流失客户
172,2,217.28,1,1,1,111,重要价值客户
38,1,262.3,1,0,1,101,频次深耕客户
155,1,162.83,1,0,0,100,重要客户预警流失客户
60,1,324.89,1,0,1,101,频次深耕客户
278,1,66.67,0,0,0,000,流失客户
17,1,47.53,1,0,0,100,重要客户预警流失客户
420,1,137.99,0,0,0,000,流失客户
520,1,60.95,0,0,0,000,流失客户
441,1,1005.73,0,0,1,001,新客户
327,1,87.64,0,0,0,000,流失客户
232,1,55.09,0,0,0,000,流失客户
25,1,56.29,1,0,0,100,重要客户预警流失客户
47,1,500.64,1,0,1,101,频次深耕客户
418,1,62.01,0,0,0,000,流失客户
243,1,97.09,0,0,0,000,流失客户
510,1,30.51,0,0,0,000,流失客户
261,1,72.14,0,0,0,000,流失客户
153,1,65.86,1,0,0,100,重要客户预警流失客户
476,1,84.23,0,0,0,000,流失客户
367,1,99.34,0,0,0,000,流失客户
143,1,62.43,1,0,0,100,重要客户预警流失客户
90,1,124.02,1,0,0,100,重要客户预警流失客户
53,2,208.92000000000002,1,1,1,111,重要价值客户
245,1,46.59,0,0,0,000,流失客户
364,1,71.14,0,0,0,000,流失客户
30,1,75.4,1,0,0,100,重要客户预警流失客户
9,1,89.63,1,0,0,100,重要客户预警流失客户
170,1,657.05,1,0,1,101,频次深耕客户
178,1,107.78,1,0,0,100,重要客户预警流失客户
307,1,297.76,0,0,1,001,新客户
7,1,92.21,1,0,0,100,重要客户预警流失客户
501,1,322.17,0,0,1,001,新客户
246,1,100.24,0,0,0,000,流失客户
207,1,66.69,1,0,0,100,重要客户预警流失客户
57,1,54.49,1,0,0,100,重要客户预警流失客户
272,1,25.15,0,0,0,000,流失客户
189,1,31.72,1,0,0,100,重要客户预警流失客户
242,1,1677.31,0,0,1,001,新客户
421,1,135.39,0,0,0,000,流失客户
513,1,589.2,0,0,1,001,新客户
455,1,66.1,0,0,0,000,流失客户
332,1,116.85,0,0,0,000,流失客户
13,1,132.82,1,0,0,100,重要客户预警流失客户
229,1,872.17,0,0,1,001,新客户
263,1,259.88,0,0,1,001,新客户
572,1,63.52,0,0,0,000,流失客户
16,1,215.5,1,0,1,101,频次深耕客户
160,3,379.17,1,1,1,111,重要价值客户
64,3,1275.81,1,1,1,111,重要价值客户
71,1,56.79,1,0,0,100,重要客户预警流失客户
229,4,88.8,0,1,0,010,一般客户
330,1,70.03,0,0,0,000,流失客户
92,1,355.32,1,0,1,101,频次深耕客户
171,1,35.77,1,0,0,100,重要客户预警流失客户
323,1,466.81,0,0,1,001,新客户
313,1,58.94,0,0,0,000,流失客户
226,1,209.46,0,0,1,001,新客户
169,2,467.86,1,1,1,111,重要价值客户
116,1,95.34,1,0,0,100,重要客户预警流失客户
99,2,279.6,1,1,1,111,重要价值客户
275,1,338.77,0,0,1,001,新客户
104,1,288.76,1,0,1,101,频次深耕客户
537,1,126.34,0,0,0,000,流失客户
192,1,111.89,1,0,0,100,重要客户预警流失客户
